p_val	avg_log2FC	pct.1	pct.2	p_val_adj
GNAL	1.1208374765473e-21	1.06428134736508	0.181	0.104	2.9643909579723e-17
C1orf143	1.17243356943931e-21	3.16042651317191	0.025	0.004	3.10085230445308e-17
SNHG9	1.18510528768844e-21	0.327080045345637	0.38	0.281	3.13436646487838e-17
N4BP2	1.20712751744474e-21	-0.988642569731981	0.111	0.221	3.19261085813784e-17
IL32	1.28202673889743e-21	-0.928243315336094	0.372	0.225	3.39070431903591e-17
KCNK6	1.29426068045164e-21	-1.42039052878862	0.026	0.102	3.42306064765848e-17
ZDHHC17	1.31365026285785e-21	0.691454456432512	0.322	0.232	3.47434221520644e-17
CX3CL1	1.32643569801665e-21	0.592994199520493	0.18	0.1	3.50815713411443e-17
ZNF10	1.33332764395864e-21	0.474528001179889	0.361	0.262	3.5263849527418e-17
LCN10	1.35241230158683e-21	-4.32946470714823	0.003	0.061	3.57686005523685e-17
THUMPD1	1.36247920229558e-21	0.263412596013756	0.493	0.374	3.60348499423134e-17
MS4A4A	1.37946195084007e-21	-4.2986796985287	0.022	0.092	3.64840096758182e-17
ACOX2	1.39986706484632e-21	1.38976087456699	0.115	0.055	3.70236841310555e-17
TMEM44	1.42823893767236e-21	-2.28214593324814	0.02	0.091	3.77740634235587e-17
AP000662.1	1.50179344635945e-21	2.59807755870677	0.036	0.008	3.97194330693148e-17
POLR2C	1.51773841568661e-21	0.566791172407938	0.315	0.226	4.01411456180794e-17
CRISPLD1	1.52239490499786e-21	-1.61991515714588	0.041	0.125	4.02643004473833e-17
DOCK9	1.60103734411181e-21	-1.50920171417986	0.223	0.333	4.23442356770692e-17
UFL1	1.61058798201281e-21	0.34090929621798	0.451	0.338	4.25968309482749e-17
SH3TC1	1.62147944277718e-21	-2.77730672795923	0.016	0.084	4.28848883025709e-17
ZNF385D	1.63690179705751e-21	-0.127156674663141	0.219	0.124	4.3292778728577e-17
MAP3K9	1.69541180816255e-21	-2.97216482590748	0.004	0.064	4.48402515022832e-17
ST6GALNAC4	1.70636537320736e-21	0.867195417955122	0.12	0.057	4.51299513905882e-17
HNRNPD	1.7437287665385e-21	0.142812543847713	0.635	0.518	4.61181384174103e-17
CIITA	1.75207841218412e-21	-3.15979942623164	0.015	0.081	4.63389698454457e-17
SERINC3	1.7674153497316e-21	0.307215421013613	0.498	0.387	4.67446011697013e-17
AP007216.2	1.77149366138618e-21	3.17474138335646	0.013	0.001	4.68524643563418e-17
TNFAIP3	1.78053378721026e-21	-1.60320333196151	0.201	0.31	4.70915576041369e-17
CDX1	1.80357571936595e-21	2.72754887769448	0.013	0.001	4.77009706257906e-17
NME4	1.8626755780971e-21	-0.178095864721628	0.512	0.359	4.9264043689512e-17
PSCA	1.89431265850972e-21	-4.54588747199883	0.002	0.059	5.01007811922652e-17
LINC01916	1.89570060247686e-21	4.45920999672787	0.015	0.001	5.0137489534308e-17
SLC12A8	1.92307730328228e-21	-1.71927506644039	0.013	0.079	5.08615485172098e-17
AXIN2	1.95001250166342e-21	1.53888832698502	0.153	0.085	5.1573930643994e-17
ARHGEF7-AS2	1.96082087288337e-21	5.71939839760625	0.016	0.001	5.18597904460194e-17
AL499602.1	1.97597339030034e-21	-3.76534432525109	0.005	0.065	5.22605442266634e-17
AC092376.2	1.98013521902374e-21	2.75251542490442	0.015	0.001	5.23706162727398e-17
SUCLA2	2.04217571674335e-21	0.403957213287238	0.377	0.283	5.4011463356428e-17
TOR1AIP1	2.06422991067328e-21	0.482058801695808	0.354	0.262	5.45947526774868e-17
AC117453.1	2.06702269424141e-21	-3.07485504284833	0.015	0.083	5.46686162172967e-17
RER1	2.08809970609613e-21	0.208626581330838	0.491	0.375	5.52260610268304e-17
AL021328.1	2.10127939727355e-21	-6.13047437730746	0	0.055	5.55746374990908e-17
PWWP2B	2.14669028369906e-21	-2.49756651602601	0.011	0.076	5.67756646232727e-17
BAX	2.15691211494804e-21	0.494474783356809	0.407	0.316	5.70460116161457e-17
LRRC8B	2.15980716254049e-21	-0.886716805744515	0.08	0.182	5.71225798348708e-17
PHF1	2.22515910708668e-21	0.681245142334941	0.28	0.192	5.88510080642285e-17
GJB1	2.30480225942222e-21	-4.54184092683733	0.001	0.057	6.09574101571989e-17
KCNK5	2.30951900686076e-21	-5.63701536146028	0.002	0.058	6.10821586934533e-17
AIP	2.46674414219212e-21	0.284442043344446	0.408	0.308	6.52404490726973e-17
TMEM208	2.60486360019985e-21	0.406838465945523	0.372	0.274	6.88934324980857e-17
CLK4	2.69275418810703e-21	0.569924840190202	0.339	0.248	7.12179627670548e-17
KLHL2	2.72559185787587e-21	-1.59332416875379	0.059	0.149	7.2086453457101e-17
SNAI1	2.73068194849799e-21	0.666968309718676	0.249	0.158	7.22210761738749e-17
NOL4L	2.8624998775286e-21	-1.67485668718546	0.046	0.13	7.57073967608765e-17
AL359220.1	2.86653141437711e-21	-2.61156464789964	0.02	0.09	7.58140228474457e-17
AL355075.4	3.01807286593892e-21	0.896996258016828	0.251	0.165	7.98219911583526e-17
UFM1	3.15961212735331e-21	0.117474131765904	0.518	0.403	8.35654215442403e-17
NHP2	3.16520206840597e-21	0.205265539925551	0.491	0.386	8.3713264305201e-17
RAB9A	3.26899401091767e-21	0.409627894808554	0.328	0.235	8.64583536007505e-17
PLRG1	3.29569936256852e-21	0.618320961976082	0.267	0.182	8.71646567412122e-17
AC124248.1	3.3865954731051e-21	-4.08077772425444	0.003	0.059	8.95686770726836e-17
SLITRK5	3.48541389302473e-21	1.60286534743091	0.051	0.015	9.21822266427182e-17
AC027031.2	3.52302402171509e-21	1.99338660955647	0.06	0.02	9.31769393263208e-17
A1BG	3.52675104972522e-21	0.457155042406038	0.298	0.206	9.32755117631327e-17
RARA	3.53672179507477e-21	0.780824806881127	0.212	0.127	9.35392180361376e-17
NT5DC3	3.56788895455479e-21	-1.59311710058188	0.046	0.13	9.4363527070065e-17
KYNU	3.57444372540982e-21	-4.83857595048637	0.007	0.067	9.45368876496389e-17
CSF1R	3.61965087653512e-21	-0.754414567519752	0.177	0.092	9.57325263826009e-17
CDKN2AIP	3.71530366222926e-21	0.546569498858116	0.331	0.234	9.82623512586394e-17
AC007495.1	3.71833663264931e-21	5.87274841177248	0.01	0	9.8342567260309e-17
PLCH2	3.8557389753564e-21	-4.16903161721922	0.003	0.06	1.01976584420226e-16
ANKRD22	3.87872196229458e-21	-4.47671715395696	0.004	0.062	1.02584438458767e-16
LRGUK	3.92913037441915e-21	-0.44908074722925	0.014	0.08	1.03917640142638e-16
IKBIP	3.94154820313073e-21	0.472616950840036	0.325	0.226	1.04246066876402e-16
C12orf10	3.98584012463415e-21	0.394336003172239	0.325	0.235	1.05417499616324e-16
RIC3	4.06078774114207e-21	-1.23192474128719	0.067	0.161	1.07399714177725e-16
CDH8	4.06198955915363e-21	-4.86573471693759	0.003	0.059	1.07431499860495e-16
IER5	4.07881542182219e-21	-0.170949659241731	0.51	0.376	1.07876510276353e-16
LINC00710	4.08583524468503e-21	5.19859455392923	0.011	0	1.0806217055143e-16
BVES	4.10298306738605e-21	2.7656958300392	0.035	0.008	1.08515696166226e-16
PDGFD	4.23112409568587e-21	-3.01918481354305	0.029	0.101	1.119047700827e-16
AC129507.4	4.32266435776546e-21	1.52766190691158	0.014	0.001	1.14325826934181e-16
STARD4	4.34464002116148e-21	1.37053819474389	0.169	0.098	1.14907039279679e-16
METRNL	4.34900514945589e-21	-2.01217856506528	0.041	0.12	1.15022488192809e-16
IFIT5	4.51912706143229e-21	0.956504924741119	0.157	0.087	1.19521872520761e-16
ZFP37	4.55095543126954e-21	1.66120067640871	0.099	0.045	1.20363669246217e-16
C19orf12	4.67216029279883e-21	0.825985875186887	0.201	0.123	1.23569295423943e-16
GAPT	4.7743832018058e-21	-6.22580181009533	0.002	0.057	1.2627288692136e-16
GFRAL	5.00576589456781e-21	6.35163096305614	0.011	0	1.32392496379529e-16
PAPOLB	5.04097117468122e-21	5.43749845770131	0.01	0	1.33323605627969e-16
LINC01124	5.04663166782627e-21	5.62518278463277	0.01	0	1.33473314350669e-16
AP003071.4	5.07553783661574e-21	5.24965026831102	0.011	0	1.34237824702813e-16
PIK3CA	5.07651092410518e-21	0.571117793018635	0.381	0.286	1.34263560920734e-16
AC021148.2	5.17143881850405e-21	-3.47389140830728	0.004	0.063	1.36774213871795e-16
INSRR	5.19028359488382e-21	3.61086249375168	0.011	0	1.37272620517487e-16
MYO5A	5.19030832418105e-21	-1.24693669727061	0.121	0.228	1.3727327455794e-16
IRAK2	5.22226576361086e-21	-2.91203624778793	0.019	0.087	1.3811848491598e-16
SUCO	5.26949086532114e-21	0.413481191413965	0.411	0.311	1.39367494406013e-16
ATXN2	5.27965267180226e-21	0.445633687923006	0.449	0.342	1.39636253863826e-16
AC079382.2	5.37468877070298e-21	4.28019303097828	0.015	0.001	1.42149768607552e-16
DEDD2	5.41594557166044e-21	-1.31034362820403	0.163	0.275	1.43240928479275e-16
TC2N	5.43455194078461e-21	-1.26356901494275	0.158	0.265	1.43733029729871e-16
CRYZL1	5.48866336322658e-21	0.693793166296067	0.281	0.195	1.45164168630617e-16
RC3H1	5.67256553681518e-21	0.424581905553814	0.443	0.344	1.50028013317688e-16
CTNND2	5.67506280746283e-21	-4.12646057592494	0.003	0.059	1.50094061131777e-16
DMTN	5.77594743787494e-21	-2.62365127106944	0.01	0.073	1.52762257836916e-16
ZNF366	5.80910669642069e-21	-3.28675778304766	0.008	0.068	1.53639253906934e-16
AL118516.1	5.84676947136721e-21	0.558773374615817	0.263	0.171	1.5463535897872e-16
ZNF451-AS1	6.13714699369545e-21	1.38660634403	0.112	0.053	1.62315263689257e-16
RDH10-AS1	6.19425358344902e-21	1.4595372914965	0.087	0.037	1.6382561877506e-16
KIAA0556	6.34388929744694e-21	-0.821269842383114	0.064	0.157	1.67783184138877e-16
NCKAP5-AS2	6.63465581592568e-21	2.61704628788794	0.023	0.003	1.75473377019602e-16
GLB1L3	6.76651673242941e-21	-5.07604664662046	0.001	0.055	1.78960834539293e-16
AC023509.3	6.9754452409167e-21	1.57316931634333	0.076	0.029	1.84486575731765e-16
SLC12A6	7.054023128e-21	-1.39073267114654	0.094	0.194	1.86564803689344e-16
ATAD1	7.18723104832163e-21	0.546929684327666	0.362	0.27	1.9008788676601e-16
RFLNB	7.21610097935997e-21	0.227787142975854	0.207	0.118	1.90851438702113e-16
ACSL1	7.26313749939927e-21	-1.64757844617747	0.161	0.262	1.92095460584112e-16
LINC02381	7.29592908099941e-21	3.68087366895674	0.047	0.014	1.92962732334272e-16
LSM1	7.38831039642603e-21	0.379339610188231	0.31	0.222	1.95406033364676e-16
LMAN2	7.4126338807078e-21	0.171092998673857	0.542	0.415	1.9604934087696e-16
PDE9A	7.54660963914635e-21	-1.25458773129709	0.131	0.233	1.99592731736143e-16
DRAIC	7.80558097490933e-21	-1.51448493201599	0.065	0.156	2.06442005624402e-16
AC079142.1	7.95013820581491e-21	-0.72378578976482	0.034	0.112	2.10265255267393e-16
RALB	8.07110903136093e-21	-1.21695509953895	0.163	0.276	2.13464691661434e-16
POSTN	8.09476071932423e-21	-1.89255875262255	0.029	0.102	2.14090231504687e-16
MCOLN2	8.1865980999187e-21	-4.77313562372592	0.002	0.057	2.1651914654665e-16
SYN1	8.26296186433278e-21	2.37592673239791	0.043	0.011	2.18538815387873e-16
WHRN	8.40321544150022e-21	-1.76255851144265	0.038	0.118	2.22248241996798e-16
ZNF488	8.41980095977028e-21	-3.87822493487564	0.003	0.058	2.22686895784004e-16
TRA2B	9.10117389227576e-21	0.164771021956508	0.648	0.527	2.40707847102909e-16
TECPR1	9.10222932029281e-21	-1.74076405367233	0.038	0.117	2.40735761063104e-16
ZNF831	9.20396685179991e-21	-4.06448734881836	0.008	0.068	2.43426515296404e-16
LRTM1	9.28148025988634e-21	4.43839409302346	0.013	0.001	2.45476589913474e-16
GM2A	9.3091863610869e-21	-1.47109609530672	0.078	0.174	2.46209360878026e-16
ARF6	9.61967973416071e-21	-1.05767320442	0.251	0.37	2.54421289609083e-16
PRKCQ	9.82180779802596e-21	-3.98651331039503	0.009	0.069	2.59767172642191e-16
SPINK5	9.87351160429883e-21	-3.92446579090813	0.002	0.057	2.61134634910495e-16
RDH10	9.91906271730767e-21	0.972280386784244	0.229	0.147	2.62339370747353e-16
SHISA9	9.95828498296107e-21	-1.95422905341844	0.01	0.072	2.63376721229354e-16
PSMB7	1.0160993159164e-20	0.139510603435954	0.51	0.407	2.68737947073569e-16
RFC1	1.01703774350941e-20	0.225792695086473	0.472	0.367	2.68986142403368e-16
TIFA	1.03718903618902e-20	-1.23715522945688	0.076	0.171	2.74315756291272e-16
AIMP1	1.08334584392809e-20	0.248007526376427	0.474	0.377	2.86523308802102e-16
PHF3	1.08406138692216e-20	0.240770428512043	0.578	0.457	2.86712555613172e-16
MLLT3	1.09373704178184e-20	0.531618384346704	0.382	0.277	2.89271572810461e-16
TBPL1	1.1057436025786e-20	0.575877312202697	0.336	0.245	2.92447068009988e-16
CD163	1.12941914656556e-20	-3.96800003822333	0.018	0.084	2.98708775883659e-16
ESF1	1.1411274187961e-20	0.336834388029123	0.406	0.313	3.01805379723194e-16
HTATSF1	1.1587778726974e-20	0.501790680825482	0.287	0.202	3.06473571771007e-16
AC012447.1	1.18165912946972e-20	0.938846631220225	0.163	0.091	3.12525206562153e-16
GRIP1	1.21696380396726e-20	-1.38043628414823	0.076	0.168	3.21862586873261e-16
IFI30	1.22872231884592e-20	-2.86472689120313	0.096	0.189	3.24972478888368e-16
CFAP69	1.2748299756721e-20	-2.28597432765776	0.114	0.206	3.37167031965756e-16
CCDC169	1.28370836950886e-20	-1.68786527833174	0.019	0.088	3.39515189567704e-16
AL162253.2	1.30527473729841e-20	0.78749846528482	0.174	0.098	3.45219062520683e-16
AL354811.1	1.33156370571527e-20	5.0130336916638	0.015	0.001	3.52171968887574e-16
OSMR	1.34292288288928e-20	0.302504366501292	0.341	0.234	3.55176244066558e-16
ACADVL	1.37534763763914e-20	0.138043431436107	0.462	0.336	3.637519432028e-16
GFRA2	1.40023450857347e-20	0.158920371196526	0.038	0.009	3.70334022827512e-16
RBM38	1.40648547752366e-20	-2.53451643540364	0.025	0.096	3.71987279095457e-16
LINC01934	1.49876827260442e-20	-4.006949584032	0.014	0.077	3.96394232738418e-16
BCAP29	1.51658362352122e-20	0.210973521025449	0.478	0.356	4.01106036748891e-16
MIPOL1	1.55404002975797e-20	0.726641226936528	0.308	0.219	4.11012507070387e-16
FXN	1.56167731529134e-20	0.675276755022542	0.188	0.111	4.13032416348254e-16
CEBPZ	1.59522357317064e-20	0.389431391354897	0.461	0.369	4.21904730632171e-16
CRYM	1.60445236832411e-20	-1.53011924225707	0.058	0.146	4.2434556237436e-16
FAM107B	1.62182558603712e-20	-1.1713206439286	0.32	0.425	4.28940430995097e-16
ERICH2	1.62403596812301e-20	1.60412380470564	0.039	0.01	4.29525032849175e-16
FRYL	1.64983465965104e-20	-0.818175877344186	0.366	0.473	4.36348270784506e-16
TRIM29	1.66184783147832e-20	-2.47367086445302	0.017	0.082	4.39525514469386e-16
MLXIP	1.67680897719167e-20	0.642397037222568	0.264	0.175	4.43482438287654e-16
ITK	1.74701453553093e-20	-3.39590271021803	0.02	0.087	4.62050404357221e-16
SAPCD1	1.75256191619234e-20	1.87661348797699	0.036	0.008	4.63517575594551e-16
KCNK4	1.78674157899634e-20	2.66422135263478	0.023	0.003	4.72557412812951e-16
IL15RA	1.7983482020496e-20	0.804711574916952	0.146	0.077	4.75627132478079e-16
USP16	1.83015675372133e-20	0.343359917866401	0.407	0.312	4.84039858224218e-16
AL020997.5	1.83716574565669e-20	1.47924408516486	0.063	0.022	4.85893596411281e-16
TNFAIP1	1.86580950315489e-20	-1.3492987586582	0.059	0.147	4.93469297394404e-16
ARHGEF11	1.87127609689603e-20	1.14901156991543	0.25	0.171	4.94915102107061e-16
MT1X	1.9059484891246e-20	-1.46418803808127	0.381	0.459	5.04085256403673e-16
TMEM212-AS1	1.99996530255141e-20	4.02941661698699	0.019	0.002	5.28950823218796e-16
ITGAL	2.04879481445634e-20	-3.98828476576388	0.006	0.064	5.41865252527414e-16
PPP1R13L	2.05350866232914e-20	-1.09005393384405	0.035	0.113	5.43111971012812e-16
CHRNA5	2.05418171218454e-20	-2.40798835954988	0.013	0.076	5.43289979238567e-16
ROR1-AS1	2.11635325044585e-20	1.55670249525024	0.027	0.005	5.59733107677918e-16
NOVA2	2.12608344807931e-20	-3.98102882925999	0.003	0.058	5.62306550348015e-16
CPS1	2.13036452650261e-20	3.13063679029636	0.022	0.003	5.63438809969411e-16
TMEM255B	2.13438936364859e-20	-2.14240398753649	0.041	0.117	5.6450329889778e-16
HMGN4	2.1485632005761e-20	0.321916478666626	0.335	0.241	5.68251995288367e-16
MYO3B	2.20714181490147e-20	2.36132001789029	0.03	0.006	5.83744867205142e-16
STK32A	2.21688793802063e-20	2.618422454376	0.045	0.013	5.86322521847695e-16
CD79A	2.28225902169385e-20	-4.51426419435858	0.009	0.068	6.0361186605759e-16
MROH9	2.34830380053673e-20	3.27612836348958	0.022	0.003	6.21079389165956e-16
MDP1	2.5348170183858e-20	0.607898932451316	0.282	0.198	6.70408405022676e-16
ENO2	2.60073625390648e-20	1.25758299720584	0.077	0.03	6.87842724433186e-16
EXOC3L2	2.62184625988368e-20	-2.92383455309472	0.015	0.078	6.93425898814036e-16
NFXL1	2.67696261620718e-20	1.03201500870445	0.226	0.149	7.08003072734476e-16
SLC26A4	2.69641520313245e-20	-3.59027471065247	0.013	0.077	7.13147892924471e-16
TXNRD2	2.7441168297372e-20	-1.31590250992913	0.076	0.172	7.25764019128895e-16
C11orf95	2.76613495466389e-20	1.43876331113514	0.073	0.028	7.31587372809505e-16
BOC	2.91614287572387e-20	0.702086533503444	0.242	0.155	7.7126146777145e-16
WDFY2	2.93975786312916e-20	0.597851953043581	0.423	0.321	7.77507159640399e-16
CCDC60	2.97743945631115e-20	-3.92200318956955	0.004	0.06	7.87473187405173e-16
MMP28	3.01809928126581e-20	-4.96849202272672	0.002	0.055	7.98226897909183e-16
DPF2	3.03083392491563e-20	0.707322862700869	0.268	0.184	8.01594956461686e-16
PRRG2	3.09937959254374e-20	-1.39015527860491	0.035	0.112	8.19723914635968e-16
KCNA5	3.29301422875172e-20	3.72670896226982	0.015	0.001	8.70936403220254e-16
SOAT1	3.30429201924782e-20	-1.16346731142287	0.165	0.271	8.73919153250662e-16
YAE1	3.31009480475998e-20	0.939151834906377	0.181	0.108	8.75453873962919e-16
RLN2	3.33240872662076e-20	-4.02880790788589	0.001	0.054	8.81355460016657e-16
AC124067.2	3.42330712018112e-20	2.72452737088031	0.017	0.002	9.05396267145501e-16
ABCA7	3.4786452962629e-20	-2.5624369297468	0.011	0.073	9.20032107955611e-16
CAPN7	3.56588386473597e-20	0.47376157271496	0.381	0.287	9.43104964545369e-16
OCA2	3.74292638303367e-20	2.55041413770542	0.036	0.008	9.89929169784744e-16
KLHL25	3.76320643512329e-20	1.1376859320302	0.138	0.073	9.95292837961406e-16
VOPP1	3.76355864812495e-20	-1.21790593820787	0.196	0.307	9.95385991256088e-16
UBR3	3.86993596031711e-20	0.477023682475778	0.453	0.348	1.02352066278467e-15
AL591846.2	3.90156239155652e-20	1.42542965334411	0.086	0.036	1.03188522131887e-15
LINC01137	3.95969712534041e-20	-1.92561534388605	0.022	0.092	1.04726069571003e-15
AP000676.5	4.055758331247e-20	3.22825836956467	0.03	0.006	1.07266696344821e-15
FRMD6-AS2	4.1081756611135e-20	2.33550659518374	0.026	0.005	1.0865302988513e-15
NPPC	4.251567992511e-20	-3.49823491043022	0.015	0.078	1.12445470265931e-15
EPC1	4.35849853072273e-20	0.168817171202347	0.591	0.475	1.15273569140555e-15
NARS	4.48058576209462e-20	0.194269412482367	0.466	0.361	1.18502532235879e-15
SVBP	4.48357115815553e-20	0.304354045369341	0.324	0.235	1.18581489990897e-15
DOCK1	4.63023067657375e-20	0.396849603652683	0.463	0.354	1.22460340934022e-15
RAI14	4.65300502582076e-20	-1.77350858218851	0.079	0.168	1.23062676922908e-15
MARK2	4.73113625245833e-20	-1.02061206203051	0.14	0.251	1.25129091605018e-15
LIPH	4.98523427844551e-20	-3.79794909517205	0.003	0.056	1.31849476196327e-15
ARID3B	5.01487744187488e-20	-2.21827556530742	0.024	0.093	1.32633478582707e-15
DDOST	5.05852933056759e-20	0.357323232230785	0.449	0.352	1.33787983734852e-15
MTAP	5.12357415339176e-20	0.457204720645905	0.378	0.286	1.35508289208905e-15
PRSS48	5.15258736275408e-20	3.04653167913487	0.035	0.008	1.3627563057012e-15
SGCE	5.18507908973499e-20	1.29656631378583	0.163	0.094	1.37134971765311e-15
DNAJA4	5.24138998850725e-20	-1.06486582852823	0.19	0.303	1.3862428241604e-15
REEP3	5.27515557466353e-20	0.288781292693922	0.453	0.345	1.39517314638701e-15
NUP58	5.39530859327442e-20	0.673069870494263	0.31	0.225	1.42695121674922e-15
KAT8	5.44532862067951e-20	0.643082560716179	0.252	0.17	1.44018051359732e-15
EPN3	5.55865719302494e-20	-3.47850727517536	0.003	0.057	1.47015365441123e-15
HNRNPM	5.55876224418922e-20	0.135683735477655	0.612	0.491	1.47018143834317e-15
PROSER2	5.5908551608784e-20	-1.00605033720077	0.066	0.158	1.47866937294912e-15
MANBA	5.62352041985623e-20	-1.34213240470769	0.143	0.248	1.48730868064357e-15
GNPTAB	5.83432195274464e-20	-1.32325270998896	0.158	0.266	1.5430614700619e-15
SLC4A4	6.02522923188487e-20	-1.82885317458023	0.071	0.159	1.59355262724891e-15
PNPLA7	6.17565697379226e-20	-0.979635487222724	0.072	0.165	1.63333775642858e-15
FLT4	6.21852316320949e-20	-5.14834558056278	0.003	0.056	1.64467500620565e-15
TNFSF8	6.41135231654647e-20	-5.32192216108202	0.006	0.061	1.69567446068021e-15
RPL7	6.448849426268e-20	-0.443671919550098	0.952	0.898	1.70559169625936e-15
SLC31A1	6.48043388104874e-20	-1.21569361558369	0.081	0.178	1.71394515285977e-15
RUNDC1	6.54748307934824e-20	-1.34939453462262	0.041	0.121	1.73167832482602e-15
GTF2B	6.61284594746333e-20	0.432075603922256	0.402	0.304	1.7489654961851e-15
DGKH	6.83529990592314e-20	0.507604703879927	0.31	0.21	1.80780011911855e-15
CWF19L2	6.94017364551315e-20	0.229240996047229	0.482	0.377	1.83553712576532e-15
GRM7	7.17714239182071e-20	-3.87378623663101	0.008	0.065	1.89821061978874e-15
MYC	7.34470134080186e-20	1.04334589047326	0.263	0.176	1.94252661061528e-15
SCNN1A	7.35352583530654e-20	-3.59104166374795	0.005	0.061	1.94486051292187e-15
KDM4C	7.51473647207141e-20	-0.898149276226307	0.27	0.383	1.98749750213345e-15
PI4K2B	7.69212421795243e-20	-1.16926851620863	0.065	0.154	2.03441301316406e-15
SCARA3	7.88898505222936e-20	1.68835783231591	0.064	0.023	2.08647876661362e-15
APOL4	7.97398186137891e-20	1.64558848491304	0.099	0.047	2.10895872269749e-15
MYO5B	8.01710763763191e-20	-1.25784671844368	0.038	0.115	2.12036462800089e-15
SUSD5	8.26762226598023e-20	3.14035454913424	0.026	0.005	2.18662073690645e-15
