p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
HDAC8.1	2.21785101729676e-07	-0.552759187102638	0.178	0.371	0.00586577237054647	1	HDAC8
ICA1L.1	2.2507026558566e-07	-1.70543933183785	0.054	0.192	0.00595265838420953	1	ICA1L
CCDC171.1	2.26428146672732e-07	-1.10073953964003	0.054	0.196	0.00598857162320041	1	CCDC171
ISCA2	2.26450905035826e-07	-1.00629521271951	0.066	0.219	0.00598917353638753	1	ISCA2
LRMDA.1	2.26813236558725e-07	-0.745002554918491	0.322	0.539	0.00599875648050515	1	LRMDA
DES.1	2.27901128173398e-07	-3.00231994804988	0.037	0.165	0.00602752903793004	1	DES
GYPC	2.28894015147646e-07	-0.570671503842441	0.355	0.582	0.00605378891262494	1	GYPC
AC007405.3.1	2.3044997324707e-07	-4.71517834177494	0	0.101	0.00609494089243852	1	AC007405.3
KCNK1.1	2.3045001493695e-07	-5.00085380958705	0	0.101	0.00609494199505246	1	KCNK1
HCG17.1	2.30500426690047e-07	-0.764657587368395	0.079	0.239	0.00609627528509836	1	HCG17
ATP1B2	2.31635988993701e-07	1.22614815228861	0.405	0.285	0.00612630863690541	1	ATP1B2
NCK1.1	2.36607550330074e-07	-0.661820055676015	0.161	0.349	0.0062577964911298	1	NCK1
C15orf61.1	2.414878911686e-07	-0.473966146197249	0.178	0.382	0.00638687174562714	1	C15orf61
ARHGAP28.1	2.43660145458853e-07	-3.50891384333348	0.004	0.11	0.00644432352709575	1	ARHGAP28
CNPY2.1	2.45327521820591e-07	-0.444263461510945	0.434	0.665	0.006488422297111	1	CNPY2
ENPEP	2.49189839871392e-07	0.941646886708151	0.376	0.247	0.00659057288491857	1	ENPEP
CTNNAL1.1	2.54293917386265e-07	-0.784713967700448	0.128	0.308	0.00672556552703193	1	CTNNAL1
DLG2.1	2.57411209904257e-07	-0.655632867660489	0.384	0.613	0.00680801167954778	1	DLG2
WWC2.1	2.61403156380127e-07	-0.85251722327607	0.165	0.354	0.0069135906799416	1	WWC2
ITGA2	2.61685701118664e-07	1.82476709651103	0.19	0.086	0.00692106342318643	1	ITGA2
COX5B	2.61901563047825e-07	0.501796334256882	0.793	0.83	0.00692677253948888	1	COX5B
CCN3.1	2.62347800505935e-07	-4.07989493260471	0.004	0.109	0.00693857462778096	1	CCN3
ING5	2.62425524610996e-07	-1.12317026781935	0.083	0.234	0.00694063027491163	1	ING5
GABRE	2.64978940400122e-07	-2.77916530322469	0.012	0.125	0.00700816301570243	1	GABRE
PHF3.1	2.68051625005566e-07	-0.635681353041579	0.38	0.614	0.00708942937814722	1	PHF3
CRIP2.1	2.68442893391178e-07	0.800663558890536	0.438	0.293	0.00709977764440988	1	CRIP2
PRICKLE2.1	2.68738531542666e-07	-0.96063199499577	0.248	0.446	0.00710759668224042	1	PRICKLE2
FXYD2.1	2.69539087766491e-07	-1.77337262488376	0.021	0.141	0.00712876979324814	1	FXYD2
C14orf132	2.70021889466755e-07	-1.68136297606706	0.025	0.148	0.00714153893261674	1	C14orf132
CCN4	2.71583736136925e-07	1.5372123598882	0.256	0.14	0.00718284665334939	1	CCN4
MYOM2.1	2.72242654985098e-07	1.71301866267619	0.178	0.079	0.00720027373904587	1	MYOM2
AL583824.1	2.72996100112052e-07	3.31694449244398	0.054	0.009	0.00722020085576354	1	AL583824.1
SAYSD1	2.74994915182769e-07	-1.52530118921764	0.033	0.159	0.00727306551675388	1	SAYSD1
HERC5	2.76976247154371e-07	-1.36275219422057	0.045	0.182	0.00732546778473881	1	HERC5
THYN1	2.78762649944323e-07	-0.657362383216649	0.186	0.384	0.00737271456572746	1	THYN1
ITGA8.1	2.83764337571821e-07	-1.70329958567333	0.045	0.178	0.00750499920009952	1	ITGA8
MNS1.1	2.84482142135241e-07	-1.50476246981577	0.045	0.18	0.00752398369519286	1	MNS1
TUBA1B.1	2.87051885866843e-07	0.663101800639361	0.777	0.799	0.00759194827740626	1	TUBA1B
SSR4.1	2.8766729911334e-07	-0.502137775895006	0.682	0.822	0.0076082247269496	1	SSR4
GLRB.1	2.88035007382476e-07	-4.86047253901405	0	0.1	0.00761794987525172	1	GLRB
GDF10.1	2.88035007382476e-07	-5.109107364528	0	0.1	0.00761794987525172	1	GDF10
PAQR4	2.92197114033387e-07	2.82280191320841	0.054	0.009	0.00772802927195501	1	PAQR4
GPR161	2.93675606483326e-07	-0.771948792501459	0.132	0.308	0.00776713244027102	1	GPR161
CCDC91.1	3.01011448514516e-07	-0.82723129772978	0.223	0.416	0.00796115079031193	1	CCDC91
SPAG16.1	3.07483921695022e-07	-0.699249051549551	0.215	0.417	0.00813233476098994	1	SPAG16
NR3C1.1	3.0842766027962e-07	0.720064292292892	0.69	0.649	0.00815729475907539	1	NR3C1
FAM198B-AS1.1	3.14489053256424e-07	-2.12816708901555	0.012	0.123	0.00831760648052591	1	FAM198B-AS1
AC093866.1	3.18532440409152e-07	4.57595904011214	0.037	0.004	0.00842454598394127	1	AC093866.1
POGLUT3.1	3.20684810777043e-07	-0.838376181571267	0.136	0.315	0.00848147187543124	1	POGLUT3
TSHR.1	3.21576550936374e-07	2.04749407986849	0.132	0.05	0.00850505661916523	1	TSHR
CNTFR.1	3.21963298072418e-07	-4.97232467645375	0	0.099	0.00851528530741932	1	CNTFR
NME5.1	3.2726236354558e-07	-3.00154934836613	0.008	0.116	0.0086554349910535	1	NME5
PPP1R15A	3.27283000562915e-07	0.680123168960711	0.698	0.637	0.00865598079888799	1	PPP1R15A
HSPB8.1	3.27846106449574e-07	-0.568693825487955	0.112	0.285	0.00867087382337832	1	HSPB8
DYRK4.1	3.28888397585886e-07	-1.17413497109345	0.095	0.253	0.00869844033935152	1	DYRK4
CTSO	3.29160826676729e-07	-0.861643165865453	0.149	0.334	0.00870564554394613	1	CTSO
PDE4DIP	3.30799563691393e-07	-1.82433533799363	0.029	0.153	0.00874898686050997	1	PDE4DIP
ILF3-DT.1	3.42804284670949e-07	-0.979925795881767	0.14	0.312	0.00906648772097727	1	ILF3-DT
HPGD.1	3.43504890069898e-07	-3.29734510257678	0.004	0.107	0.00908501733256865	1	HPGD
RASD2	3.45457550350123e-07	1.79963390079798	0.198	0.096	0.00913666129166004	1	RASD2
ATF6	3.5197769041198e-07	-0.949116852307261	0.194	0.377	0.00930910595601606	1	ATF6
ZNF33A.1	3.54131867772666e-07	-0.720791763906697	0.124	0.298	0.00936607963885148	1	ZNF33A
FKBP14	3.54490472204882e-07	-1.018206842786	0.099	0.254	0.00937556400887472	1	FKBP14
EIF3K.1	3.55280508325717e-07	0.49142648098368	0.806	0.805	0.00939645888419856	1	EIF3K
COL5A1.1	3.57351013963637e-07	-0.575269178703366	0.248	0.455	0.00945121961731026	1	COL5A1
IL11RA.1	3.57758026727479e-07	-1.81172249339199	0.017	0.131	0.00946198429088835	1	IL11RA
ISCU.1	3.6114140502413e-07	-0.476145935451124	0.595	0.786	0.0095514678800782	1	ISCU
PBX3.1	3.66631557786189e-07	-0.594365006652598	0.355	0.565	0.00969667144032913	1	PBX3
OLFML2B.1	3.71257378148066e-07	-1.62828764425572	0.041	0.173	0.00981901513726004	1	OLFML2B
KCNJ3.1	3.74703365949496e-07	-4.51272769849883	0.004	0.106	0.00991015462263228	1	KCNJ3
SLC7A14-AS1.1	3.76449251677839e-07	-2.80258590366515	0.012	0.122	0.0099563298083755	1	SLC7A14-AS1
LGI4.1	3.8097197452957e-07	0.552980065311015	0.504	0.339	0.0100759467823581	1	LGI4
PIEZO2.1	3.84518383966024e-07	-1.07346651199713	0.07	0.217	0.0101697422191334	1	PIEZO2
TXNDC16.1	3.86925117376942e-07	-0.67914729175844	0.153	0.336	0.0102333955043854	1	TXNDC16
TUT7.1	4.00437428973267e-07	-0.588255615460568	0.194	0.385	0.010590769121485	1	TUT7
RASSF4	4.01708559844947e-07	1.32764857102531	0.36	0.241	0.0106243879907792	1	RASSF4
IL20RA.1	4.02145441691711e-07	-4.72536860665839	0	0.098	0.0106359426418624	1	IL20RA
PATJ.1	4.03397222688081e-07	-1.09413755626193	0.054	0.191	0.0106690497456544	1	PATJ
PCYOX1	4.04807116080561e-07	-0.517013528136197	0.211	0.422	0.0107063386060987	1	PCYOX1
PNISR.1	4.07908904468168e-07	-0.41253863306168	0.607	0.798	0.0107883747053741	1	PNISR
SNHG6	4.08527658359528e-07	-0.438763090634156	0.595	0.787	0.0108047395082928	1	SNHG6
B4GALT7	4.09099054532662e-07	-0.739474028895556	0.095	0.252	0.0108198517942799	1	B4GALT7
AZIN1-AS1.1	4.11592626264487e-07	-1.00046721094281	0.083	0.234	0.0108858017794431	1	AZIN1-AS1
EPHA2	4.13805714914072e-07	1.64697101707312	0.136	0.051	0.0109443335480474	1	EPHA2
CMTM8.1	4.20725647726803e-07	-2.87771634342646	0.017	0.128	0.0111273519310785	1	CMTM8
AC106845.1	4.31090482197218e-07	1.93471283392173	0.128	0.047	0.011401481073152	1	AC106845.1
LMO7-AS1.1	4.3224305763618e-07	-1.46360622928195	0.054	0.192	0.0114319643883617	1	LMO7-AS1
ROBO1.1	4.32812633784933e-07	-1.02240556695746	0.24	0.426	0.0114470285383439	1	ROBO1
FRMPD4.1	4.34849877452267e-07	-3.48932850755167	0.008	0.113	0.0115009095588576	1	FRMPD4
EPB41L4A-AS1	4.40240831541767e-07	-0.470536142965051	0.335	0.577	0.0116434895126166	1	EPB41L4A-AS1
MYLIP.1	4.44083458588174e-07	0.819789593544453	0.599	0.524	0.01174511931274	1	MYLIP
LAMP2.1	4.46802750919013e-07	-0.527576672054776	0.331	0.56	0.011817039156306	1	LAMP2
EIF3H.1	4.48527125973968e-07	-0.455185795495416	0.591	0.785	0.0118626454277595	1	EIF3H
SLC24A3.1	4.49365105900634e-07	-5.68564062227248	0	0.097	0.01188480832086	1	SLC24A3
TRIOBP.1	4.53142704970057e-07	-0.668122646047631	0.202	0.401	0.0119847182610481	1	TRIOBP
LAYN	4.68123382482162e-07	-1.3602887491553	0.058	0.197	0.0123809272198882	1	LAYN
RNF145	4.76030895195057e-07	-0.431419601327144	0.186	0.397	0.0125900651161189	1	RNF145
PKD2	4.76540337582395e-07	-0.546445868282911	0.223	0.422	0.0126035388483792	1	PKD2
ATG7.1	4.77273405925774e-07	-0.874441848228573	0.132	0.307	0.0126229270399249	1	ATG7
IDS.1	4.81505351292e-07	-0.531179352708349	0.285	0.515	0.0127348535309708	1	IDS
AL590807.1.1	4.84391680562285e-07	-2.38403923537566	0.021	0.135	0.0128111911675113	1	AL590807.1
MARCKSL1	4.84944947286086e-07	0.969508932480141	0.483	0.376	0.0128258239658224	1	MARCKSL1
LONRF1	4.8672228201556e-07	0.934778113990029	0.467	0.365	0.0128728309147475	1	LONRF1
PTPRK.1	4.92198480087165e-07	0.690014851562339	0.678	0.622	0.0130176654013453	1	PTPRK
CUX1.1	4.95729654144584e-07	-0.645203494835837	0.322	0.548	0.013111057892816	1	CUX1
AASDH.1	4.98120849577198e-07	-1.01388586919085	0.099	0.258	0.0131743002296177	1	AASDH
CRYL1.1	4.98658390246172e-07	0.778688603645815	0.074	0.223	0.0131885171052308	1	CRYL1
ERGIC1.1	5.00289857509408e-07	-0.809725529760364	0.124	0.296	0.0132316661514088	1	ERGIC1
USP36.1	5.00964500722755e-07	-1.41171202626275	0.054	0.191	0.0132495091151154	1	USP36
KLHL22.1	5.01054193292225e-07	-0.977802195974159	0.05	0.186	0.0132518813041928	1	KLHL22
KIAA1755.1	5.02073903369223e-07	-4.84698390434737	0	0.096	0.0132788505963092	1	KIAA1755
BTD	5.04662129314184e-07	-1.02774606697335	0.112	0.27	0.0133473039961015	1	BTD
MAPK10.1	5.07613044484235e-07	-0.609214295111843	0.562	0.761	0.013425349800519	1	MAPK10
MCF2L2.1	5.0810436518958e-07	-2.08503101260673	0.037	0.161	0.013438344250534	1	MCF2L2
DENND3	5.11780070374137e-07	1.02398666879576	0.285	0.157	0.0135355593012552	1	DENND3
RTN4RL2	5.18027744644588e-07	2.24172049250299	0.103	0.033	0.0137007977903601	1	RTN4RL2
STARD10	5.18047823842199e-07	-1.0861408186764	0.062	0.202	0.0137013288449785	1	STARD10
ERLEC1.1	5.22584912545855e-07	-0.515156523092193	0.364	0.584	0.0138213257670128	1	ERLEC1
CCDC32.1	5.23324907653464e-07	-0.670817042728233	0.087	0.245	0.0138408971576188	1	CCDC32
TNS2	5.23925007587531e-07	0.874588085007827	0.574	0.506	0.013856768600675	1	TNS2
CD44.1	5.26862660433384e-07	-0.524025542339607	0.322	0.525	0.0139344636431421	1	CD44
PEA15	5.28897857666109e-07	-0.6783122081321	0.186	0.382	0.0139882905395532	1	PEA15
POLB.1	5.32884371743282e-07	-1.18702821744203	0.054	0.187	0.0140937258638663	1	POLB
TMEM45A.1	5.42464586844977e-07	-0.753659921271886	0.124	0.295	0.014347103392876	1	TMEM45A
TRIP11	5.50508868895841e-07	-0.422672816879344	0.285	0.509	0.0145598585645572	1	TRIP11
CBR3	5.52534048941531e-07	-0.537212492811992	0.107	0.266	0.0146134205264056	1	CBR3
GAS6.1	5.54487089681775e-07	0.591733273843048	0.756	0.751	0.0146650745479036	1	GAS6
NRXN2.1	5.54886407148971e-07	-2.90118925283607	0.008	0.112	0.014675635696276	1	NRXN2
AC004889.1.1	5.59854049857772e-07	-1.53093866019545	0.033	0.158	0.0148070199106383	1	AC004889.1
BACE1.1	5.66010469236871e-07	-0.937510621190692	0.07	0.216	0.0149698448903768	1	BACE1
MLXIP.1	5.68731689627191e-07	-0.890946371065751	0.124	0.289	0.0150418157272599	1	MLXIP
IFT57.1	5.7635768832025e-07	-0.46808362633684	0.322	0.547	0.015243508140694	1	IFT57
ITIH5.1	5.84045305058445e-07	0.888721561154701	0.545	0.457	0.0154468302281858	1	ITIH5
SEMA5A	5.9393642514397e-07	0.569015181471377	0.558	0.434	0.0157084305722077	1	SEMA5A
ST7.1	5.96426164582212e-07	-1.64492010771824	0.041	0.167	0.0157742792008703	1	ST7
ADAMTS9	6.04545847142846e-07	0.830553544151925	0.421	0.285	0.015989028565234	1	ADAMTS9
RERGL.1	6.06005730609431e-07	-3.50775868298854	0.012	0.118	0.0160276395631582	1	RERGL
RNF217.1	6.10444855718969e-07	-1.22430437355391	0.087	0.235	0.0161450455440553	1	RNF217
FAHD2B.1	6.11116056044424e-07	-1.10931164361406	0.033	0.158	0.0161627974502629	1	FAHD2B
AC015712.2.1	6.26558948879204e-07	-4.78499364466564	0	0.095	0.0165712310799572	1	AC015712.2
ACO1.1	6.27103150874049e-07	-0.971494039632877	0.103	0.264	0.0165856241343168	1	ACO1
SLC35F4.1	6.4279401803614e-07	-2.66741608916619	0.012	0.119	0.0170006161890198	1	SLC35F4
ACTG1.1	6.46419140829712e-07	-0.327682833251676	0.93	0.95	0.0170964934366642	1	ACTG1
ANKRD33B	6.57044502473399e-07	-1.48534192193592	0.058	0.192	0.0173775130014165	1	ANKRD33B
SNCG	6.61033598346315e-07	-1.17902432326192	0.12	0.276	0.0174830166090633	1	SNCG
TST	6.70246184316222e-07	-3.3636668505638	0.008	0.11	0.0177266710827954	1	TST
TRIT1.1	6.74319484337764e-07	-2.12826664136322	0.033	0.152	0.0178344017217652	1	TRIT1
MPDZ	6.82171144291929e-07	-0.756091510229763	0.227	0.415	0.0180420624242329	1	MPDZ
GNAQ.1	6.86217900722598e-07	-0.664936845914894	0.264	0.474	0.0181490910383113	1	GNAQ
VIPR2.1	6.99823268846936e-07	-4.89049496681059	0	0.094	0.0185089258144638	1	VIPR2
MAN1C1	7.07472411954639e-07	-1.30525779176649	0.074	0.219	0.0187112303513763	1	MAN1C1
CPD.1	7.11595910412391e-07	-0.832795575412	0.095	0.249	0.0188202886385869	1	CPD
COX10-AS1.1	7.13389566593782e-07	-1.76834127423816	0.045	0.171	0.0188677272572724	1	COX10-AS1
GMCL1.1	7.14294938841148e-07	-1.00873339713855	0.112	0.269	0.0188916725424707	1	GMCL1
DHRS12	7.15546513279808e-07	-1.28630867312084	0.054	0.188	0.0189247741832244	1	DHRS12
HS2ST1.1	7.15878887785273e-07	-1.28401107174092	0.128	0.287	0.0189335648241449	1	HS2ST1
TRMT11.1	7.22893915544596e-07	-0.657670849427985	0.227	0.43	0.0191190982783235	1	TRMT11
LINC02202.1	7.23977843633276e-07	1.17498435413558	0.343	0.216	0.0191477660084129	1	LINC02202
SCRN2.1	7.34791436804899e-07	-1.37662547315221	0.041	0.168	0.019433763920616	1	SCRN2
ALKAL2.1	7.44622455779694e-07	-2.54517830862163	0.025	0.138	0.0196937747104614	1	ALKAL2
LINC01916	7.44849395105878e-07	3.42056345701402	0.05	0.008	0.0196997768017603	1	LINC01916
CTNNB1.1	7.50160180446072e-07	-0.490827329857336	0.368	0.606	0.0198402364524377	1	CTNNB1
LINC01091.1	7.52985996160206e-07	-2.18420488485628	0.025	0.138	0.0199149736264451	1	LINC01091
TMEM98.1	7.55977562814312e-07	-0.64358087393127	0.298	0.502	0.0199940945813129	1	TMEM98
BCL2.1	7.56777176556639e-07	-0.738587010062087	0.231	0.42	0.02001524276557	1	BCL2
ZDHHC9.1	7.65301149138748e-07	-1.21006679771037	0.021	0.134	0.0202406847924216	1	ZDHHC9
PCDH18.1	7.80360641582173e-07	-0.772074988163432	0.207	0.39	0.0206389782485653	1	PCDH18
HOXD13.1	7.81570204110707e-07	-4.98820845286881	0	0.093	0.02067096875832	1	HOXD13
PHF21B.1	7.86332058724383e-07	-3.92102266415578	0.004	0.101	0.0207969102891425	1	PHF21B
PTGS2.1	7.98154635504422e-07	-1.38594769313769	0.037	0.162	0.021109593799821	1	PTGS2
ANTXR1.1	7.99693658196466e-07	-0.69683493450827	0.223	0.421	0.0211502978719801	1	ANTXR1
ESYT2.1	8.00058130741819e-07	-0.772450207693544	0.194	0.373	0.0211599374418596	1	ESYT2
DPH6.1	8.05134639785879e-07	-1.09586011069008	0.157	0.322	0.0212942009530569	1	DPH6
GLIPR1L2.1	8.10204844221595e-07	-1.72076093073019	0.033	0.155	0.0214282977199728	1	GLIPR1L2
AC025159.1.1	8.17692902865716e-07	-1.22185226684515	0.054	0.187	0.0216263418949924	1	AC025159.1
COTL1	8.1868605400571e-07	-1.0819890702969	0.054	0.187	0.021652608756343	1	COTL1
SNX7	8.28569310557586e-07	-0.892706746329932	0.124	0.289	0.021914001125627	1	SNX7
TSPAN8	8.3326558123246e-07	-1.04256205623697	0.07	0.213	0.0220382080924361	1	TSPAN8
SNED1.1	8.45674469170347e-07	-0.865766105521809	0.149	0.321	0.0223663983606173	1	SNED1
SCP2	8.587381722858e-07	-0.467019530332961	0.442	0.676	0.0227119071806148	1	SCP2
ABCA8.1	8.63844627027464e-07	-0.963070876092779	0.426	0.591	0.0228469626956224	1	ABCA8
SOS1.1	8.6453676857769e-07	-0.568715679128446	0.269	0.47	0.0228652684553427	1	SOS1
PCOLCE.1	8.68267123614969e-07	-0.585626005062754	0.62	0.766	0.0229639288853687	1	PCOLCE
MFSD1.1	8.80269391088544e-07	-0.721208644152433	0.124	0.289	0.0232813648555098	1	MFSD1
AKR1B1.1	8.85444523063881e-07	-1.15647439745716	0.058	0.194	0.0234182367459935	1	AKR1B1
RAB40A.1	8.96525271242058e-07	-3.81894452744284	0.004	0.101	0.0237113003738099	1	RAB40A
CENPC.1	8.96716180718138e-07	-0.468339668809728	0.335	0.56	0.0237163495476333	1	CENPC
CFAP410	9.37069907126078e-07	-1.34367796257202	0.062	0.197	0.0247836249036705	1	CFAP410
ZNF84	9.42398295136429e-07	-1.09222345493755	0.066	0.205	0.0249245501097683	1	ZNF84
CLIC6	9.5396346361344e-07	-2.40994246139416	0.017	0.122	0.0252304256856483	1	CLIC6
DENND10	9.65915783576347e-07	-0.741716525182455	0.074	0.222	0.0255465406440272	1	DENND10
ALDH1L1.1	9.74513150872311e-07	-4.91402231054034	0	0.092	0.0257739238142709	1	ALDH1L1
FAR1.1	9.79619879523361e-07	-0.802954925961426	0.149	0.322	0.0259089865736338	1	FAR1
FAM102B.1	9.9051312722306e-07	-1.22195473262308	0.058	0.191	0.0261970911887955	1	FAM102B
CUL4B.1	9.94141389552962e-07	-0.878634160315278	0.079	0.225	0.0262930514708967	1	CUL4B
LRIG3.1	9.95438909341304e-07	-0.956467630039242	0.041	0.168	0.0263273682742588	1	LRIG3
THADA.1	1.0068956340773e-06	-0.93675636972959	0.136	0.305	0.0266303757300765	1	THADA
ATRAID	1.02106006528954e-06	-0.410109998227454	0.57	0.76	0.0270049966067778	1	ATRAID
RYBP.1	1.02586032945078e-06	-0.469968164469547	0.26	0.466	0.0271319539933142	1	RYBP
FBXL15	1.0355250503631e-06	-0.828211162283512	0.103	0.258	0.0273875665320033	1	FBXL15
TAFA3	1.03725564096912e-06	2.67549014397461	0.083	0.023	0.0274333371923513	1	TAFA3
REV1.1	1.06035783862566e-06	-0.628697444740323	0.194	0.377	0.0280443441159715	1	REV1
KATNBL1	1.06121191262334e-06	-0.593836070878649	0.211	0.418	0.0280669326650622	1	KATNBL1
CCDC34.1	1.07733846116512e-06	-0.641867206000454	0.066	0.204	0.0284934476208952	1	CCDC34
RASL11A.1	1.07978257458388e-06	0.741845998406008	0.591	0.502	0.0285580895325944	1	RASL11A
TWSG1.1	1.08102516922544e-06	-0.380801997295149	0.318	0.55	0.0285909536756744	1	TWSG1
PENK.1	1.08799866755371e-06	-5.74569176718845	0	0.091	0.0287753887594606	1	PENK
LDLRAD3.1	1.09561776514787e-06	-0.590610928780913	0.211	0.41	0.0289768986526308	1	LDLRAD3
TYMP.1	1.10072979693076e-06	-0.616945841610212	0.186	0.362	0.0291121016692248	1	TYMP
MTHFD1L	1.10221609074362e-06	-1.26182966628356	0.079	0.219	0.0291514111679873	1	MTHFD1L
UPP2.1	1.10346831318752e-06	-2.2546698449445	0.029	0.142	0.0291845299471836	1	UPP2
EPHX2.1	1.10584493838697e-06	-1.18247915626229	0.041	0.166	0.0292473869304587	1	EPHX2
MMP14.1	1.12190818921624e-06	-1.06923925327348	0.066	0.204	0.0296722277883911	1	MMP14
ATP5MC2.1	1.12674146466911e-06	0.423365996182246	0.831	0.844	0.0298000582575685	1	ATP5MC2
LONRF3.1	1.1310578201845e-06	-2.66097711769472	0.012	0.115	0.0299142172282397	1	LONRF3
ATM.1	1.13328555765292e-06	-0.732109937243751	0.202	0.379	0.0299731364288044	1	ATM
PDE6D	1.13918095397021e-06	1.17390737005392	0.306	0.189	0.0301290578706042	1	PDE6D
AC025809.1.1	1.14070472217895e-06	-3.47553722819742	0.004	0.099	0.0301693584921888	1	AC025809.1
DEPP1.1	1.14110994731548e-06	-2.61893940197027	0.07	0.197	0.0301800758865999	1	DEPP1
KANSL1L.1	1.16935941499278e-06	-0.466318393708551	0.384	0.601	0.0309272178077289	1	KANSL1L
FHOD3.1	1.17331275326198e-06	-2.16334332896382	0.021	0.128	0.0310317756982728	1	FHOD3
MSMB	1.17588152059601e-06	0.173730637917811	0.942	0.952	0.0310997144567233	1	MSMB
ACACA.1	1.18145997542122e-06	-1.13717765724119	0.099	0.252	0.0312472534299404	1	ACACA
AC093535.1	1.20200155309531e-06	1.68696153598779	0.211	0.11	0.0317905370762648	1	AC093535.1
THUMPD2.1	1.20844514244954e-06	-0.757506762890476	0.095	0.246	0.0319609571275054	1	THUMPD2
RAB3GAP1.1	1.21394113945954e-06	-0.598374159677774	0.207	0.4	0.032106315256426	1	RAB3GAP1
LINC00968.1	1.21457195962091e-06	-5.32918074100303	0	0.09	0.032122999188054	1	LINC00968
KRIT1	1.22074482862361e-06	-0.433559556654873	0.223	0.419	0.0322862592274373	1	KRIT1
TSTD3.1	1.221573666008e-06	-1.02827374435286	0.103	0.252	0.0323081803185796	1	TSTD3
ATXN10.1	1.2327795517059e-06	-0.557352816271654	0.306	0.53	0.0326045535835176	1	ATXN10
NRXN3	1.26936327277584e-06	1.47252993658416	0.149	0.062	0.0335721198383755	1	NRXN3
OMA1.1	1.27619627692243e-06	-0.897696802018417	0.066	0.204	0.0337528391320445	1	OMA1
PSTPIP2.1	1.29653912421373e-06	-2.91995080638138	0.017	0.12	0.0342908667572046	1	PSTPIP2
FNDC3B.1	1.29699730674669e-06	-0.512894884603084	0.521	0.726	0.0343029847688365	1	FNDC3B
GNB5.1	1.30204340606811e-06	-1.00919206620348	0.083	0.225	0.0344364440036895	1	GNB5
DNASE2	1.3139034251644e-06	-0.903947331827487	0.062	0.198	0.034750117788748	1	DNASE2
MOXD1	1.3184647018175e-06	-1.49541921748733	0.066	0.197	0.0348707544336692	1	MOXD1
CHD2.1	1.32229814504535e-06	-0.510909558563716	0.355	0.569	0.0349721413401593	1	CHD2
ATP5MPL	1.32643466677022e-06	-0.407786758397044	0.529	0.753	0.0350815440667388	1	ATP5MPL
COMMD3.1	1.34957763412531e-06	-0.590196766275809	0.178	0.358	0.0356936292673462	1	COMMD3
MPZ	1.36324294308365e-06	2.72343052438616	0.058	0.012	0.0360550493586763	1	MPZ
ZNF292.1	1.37796788866584e-06	-0.505654813195988	0.306	0.512	0.0364444947194341	1	ZNF292
BORCS7	1.38587060307464e-06	-0.450985029971018	0.306	0.522	0.036653505710118	1	BORCS7
AC068418.1.1	1.40382819889065e-06	2.70879158811393	0.058	0.012	0.0371284482042599	1	AC068418.1
AHNAK	1.41365517031026e-06	-0.504818411298702	0.525	0.764	0.0373883519443658	1	AHNAK
COX16	1.43308883098127e-06	-0.597444463874177	0.298	0.496	0.0379023334017927	1	COX16
PDXK.1	1.43979507398218e-06	-0.823316654187754	0.161	0.334	0.0380797001166807	1	PDXK
RABGAP1L.1	1.47304629121172e-06	-0.526517486429516	0.285	0.479	0.0389591283099676	1	RABGAP1L
SCARB2.1	1.47385949534552e-06	-0.477025779505858	0.397	0.624	0.0389806359328983	1	SCARB2
FAM135A.1	1.47594439650175e-06	-0.919939246971815	0.136	0.292	0.0390357773986783	1	FAM135A
